name,review,contrib,humanized_timestamp,minires_images,stars.label,stars.value
Ade Mardwiansyah,"Good place to spend your several hours with your families or relatives, cause this place is really need more development to become a proper theme park.",Local Guide · 6 reviews · 25 photos,7 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90C4zG9VZjuQQWIk0QMVF1eUHHo7DzQKeUPFniBPPBbXl4KKEUZwTDo-iJIjEU3jee72m5LLuhMz7jlJ9kJhO0VZvrlO2zsVSKebKGo6mgrB3K7Iy6K_4YViRZbyANL1qOLD_dOOQw=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CsoCgzsy-jF9zAZf82a5eeTYydhLMLa6GQg9aJbq-kMVSOC5hRk0nx1ifKdILxH0-IsQdQX-8Bdh8jl0oieS3Y7ay1h7RtdozMJBPwOjUqw55d_FHV02Qo2267OyOKpGB6QGMNew=w300-h450-p']",3 stars,3
AGHA,So many spectacular views. Love the Kutai Kartanegara Bridge view so much. Too bad too many abandoned buildings,Local Guide · 344 reviews · 814 photos,4 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90C_Ph2359N7tgOcT-nW2ZnrfaHNSlUrKRzPcndaS9Lui0NF8WqcjGVf8LLAcetb3iM_hPU6S3rYHPt-5YJpMogMNRsYB5RIuUzPDzTpXBPawQzCIngKmdsvYpRm3tVGPNdaQMz9Vg=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90Bc-_B60777TR3enkIiR4iNMbxe72N3cBstpYnN_YpcLCGTeZVOLeQ9kQwO6l-ttbPyn8QWEFCNMQLh3JE8AwrK2Ct0tzrWyhMI-U_aVtATVgCBzHoLADFjTTlPqVJ0I_nE_eg=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90COWXJfBDYzIfmdeU1Q8YBK-Vs6p3AxkUGy6VZHEUjEAE1oxoT8ua0kePkQPb59rL7fof8o5CHnCO340-JlxZ08APOzORObsTDBR0L_C9q7YHOpklEJ6vObECKx_aVR10udHoK-Iw=w300-h225-p']",4 stars,4
Reza,Good view in Kumala Island,Local Guide · 12 reviews · 60 photos,6 months ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90CcDdBJejW-eoxYHXuyW4Al9nR_uc_qwwIUTrCZsADhM5qk5M-lEOqu82dmUkn9y1azMBeLGCMT0Y_lMS4SK4OerjU_WQg4FY5hdVQegTJS-kRREU2N1W5JzZTQu5cRuQFK_N4=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BEXbffRxkJKWa-HOq5yUKE3WUEC-DZfjIpCCzB5kxHUivDMqG865MABaw_FvX0oDR55t5_1IN5P3rHRpFTxO4-BJ21_SHhBJvCuB4MCJyr3zrlw70WfmqMm2t28CHAunwyskUm=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90DUJaxeFANBqjkHsgS1blkNscZipO1jYEL2sQUgxA9nWgPR-s8dlSlzM2ReBrnTcBY3XkEw6q2DXVNKPU498v9ArYTpMszMknrU8o-7JDiKzevHji9vySxvVO97_X-G3C-xIFqf=w300-h225-p']",5 stars,5
jimmy sallan,"Pedestrian bridge to pulau kumala as the background, an island in mahakam, just a short walk from water front of Tenggarong...","Local Guide · 209 reviews · 4,357 photos",6 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90ARviHX-PUUCIbcgcQew8oSrZcxxvUzkL83aa1npU5xiS5q74Yw4dUucsqJ5mVvSCBdQoWK1-NRrgq81-m1Ic36RwsEr2tSuDhoANL-bQRDr-1KjHSS1nDAhwPD6RvTduDbAE9l=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90ABKVXVPHU5rSlVGMmtM0hDZXwVhApCspjiI4wa5J8JGvxaI8Gy6JcyLW_0EkAd3hlvlvjLHjap64wXSU_GdX63jik9lw-dR0fuE0O9WcdWLt03ZJzuocN_YvbIyCN7UkGCMxAp=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CdH2ayOKRdrCatp3xle0V7WJ3uSi49uFd0Qe5PmjEy9ArKWLaIp_Uf_phU7Co6pojarCtWx4WROCZFFm7zwOK63Czupi2NffTBMCcWMkjFNIfOIGhxGAAfo_WIXSW-YBr5HG7K=w300-h225-p']",4 stars,4
TasMan Channel,"Repo repo bridge is locate In tenggarong, Kutai kartanegara Regency, east Kalimantan. Beautiful bridge with beautiful river. And this bridge only crosses by pedestrians not for vehicles if you come to Kutai, you should visit this bridge to see mahakam river","Local Guide · 161 reviews · 3,062 photos",6 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90DyGkFd7IksM8C8Hn8LBsR7xDV0tjRNHbmYsx9hoUvIdBM6kSfx5S7RV9aPUX7bDx8t4PIFbOA6j9bnl_fNUGZbMJTZcxwu_RnzBmmykoN3LjEVYM1sR140lyEZzLRNIa1QYqwpVw=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CPspEzAflClAkQPZcOeqr2uF3GDf-7G_v_CvD8um3hX32RhcHjPT8JNSxEwCAX_PNykMJnvo6_PEcSbr1uM5eow5VcKXlyI_RqEyE1KSt9a_HLjqopYY90x40HkIS5Z-4Np0Qh=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BiG_hhiYspxurjhOmjF3ZE06JsV-4HubEZoQ0ZCwYjib_c3yzlVwx3bXBaTuqwJjrNH6HvR5M7PLUtdKCYZvY2rhNVql5_syU4iBZ0fflhP--HhMcreyFQWjXcZlExggOi9Km-aQ=w300-h225-p']",4 stars,4
meyliani rophika sarmauli hutahaean,Nice enough. But maybe need to more improve for the important area which is just a Toilet,Local Guide · 16 reviews · 27 photos,7 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90ADeTL882lNSp5HDYjL2vBvmO6gsNvKleMprgiYLGGN16pLEQlTBDqxI_seErWJDNhkaiovqs_ZD7D-6BD7KAT1Y0lKfxs7NtAy34N5JIUOd6MFq5HTj01ty2pCRnYSSFh8Gy4Q=w600-h450-p'],3 stars,3
Siti Muallifah,"Same place with different scenery, enjoy the Kumala nowadays",Local Guide · 227 reviews · 884 photos,7 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90ADB4x0qKSPkjsFBopXpJE4go6Di6RLBLIiUiUFJxVuVI8U1nZdG3hxkvm7qnSWx8taQ-35IU9wwkGBFYyo02j7ouyFOkVA8KrDSWWkzA0IrtJiOuAEWBUhezcGUZcActYWwfE=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BEq_Q5CCGEf-wuzZ5ZHTdf5KARgiiCe7QpxowCx7deQMDL2O656e4bARbvNTo00IinvEAMmh2rdYGjPRlG6XMgsy0_mUEWh6MI9nMesOakomQx9orbxGnd91tsq7PU0btpJopu=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BRpLP-5h3yYHIfTbqyQBw5EpWlH6gzYZ4orA7kHtFcvspwsSbNyzB8Ohf-QlbMz_3LDDIO5qLgo8_WVLClmBIR9-fee9omBbW1T81B6DO5Q6h39O0fN28P0muwwzSN0MMPVzSV=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90D7DItKc_0NqBaZga7GfvvOE0taO7oUlUCtZMD6ZG_75KqOUkatS2GSqJ3SkSfAYQCR7dTcHSGQpvvINDtuKDiieK3Yi5V128AygK-yPocolJM5LCmaRJln-bjxtbOM8xZmQnU=w300-h225-p']",4 stars,4
rama lana,18/12/21: Bridge is still ok but so far no access today,Local Guide · 216 reviews · 330 photos,3 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90AyJDBLgXagbuA3r2ekzHHa_M5owMPGebh03YiWqBtFoTlsNF4sUh0xm31uvnNU7-ln_l8tsXKRzW3oYyQREsZixB9iX-O5Mth_RlFm27r4K1RoFPbV0rXgSXrRpoS0x3xq5Ew=w600-h450-p'],3 stars,3
Liliana,"We visited on the weekdays. It is half close.
There is only 2 food stalls open.
The bike rental does not have fixed price so it is better to bargain.
The place is not well maintained and only crowded during weekend or holidays.",Local Guide · 156 reviews · 942 photos,6 years ago,[no_minires_images],4 stars,4
mika cethy,"The island is very unique. Because it is in the middle of the river Mahakam. Unfortunately, this facility is less, like a tall grass, and arena games not active again. But, This island is very Big, and Calm.",Local Guide · 16 reviews · 21 photos,7 years ago,[no_minires_images],4 stars,4
Anoop A V,"Pulau Kumala is a nice place to spend evenings, it is sad to see many of the attractions were not working when I was there but worth for 7000 rp entry fee.",Local Guide · 85 reviews · 84 photos,6 years ago,[no_minires_images],5 stars,5
Bakti Hamli,"For local tourist, all facilities still useful n fun to visit, but for outside town tourist like me, many aspect n interesting place that need to be improve & gain full support from local government to make all places so interest.",Local Guide · 36 reviews · 15 photos,7 years ago,[no_minires_images],3 stars,3
Tyas HMH,Nice place for strolling around.,Local Guide · 12 reviews · 19 photos,a year ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90D1wjClDHDGR4Xv6o4ARyBhAOTTtvL5hGzOxzQkZzWMdYJABEoTdTEP3_z4cQfwaioT0KYHbm5Yb-KHnuvNfDBhY2DC7DkWNKqNf6sfrrV34-uURVWuh9as_WgxCAk5yOSIWDhD=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BCrXzTqQGVIjpFnT4t-LMj4aAEr7GJeYrhqXJjHUtQUyFB0iYXxotyGxtB25clwVdeqvnK65gEqazhxNTK5zzPmfoGqjGoSPC50LFdNtgzPMxTe_0o9Gvrlwff46BjarGzO9DhQQ=w300-h450-p']",5 stars,5
Retno Susilawati Wibowo,"It was beautiful but heart breaking see all those buildings and parks, abandoned. For me, its just fine. Cause we love the view, the trees, the birds chirping.",Local Guide · 31 reviews · 4 photos,5 years ago,[no_minires_images],4 stars,4
Shilfi Safitri,"The good place who to find different ambience, you can get traditional handycraft easly but sometime they sell it little bit pricy. You can rent bike to cycling round the island",Local Guide · 35 reviews · 115 photos,6 years ago,[no_minires_images],3 stars,3
Andy Sidharta,Not bad,Local Guide · 46 reviews · 256 photos,7 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90Buf4Ww7Xkw7-Z5Ag0JzRzD-nP-9F21pXhbfQ_k59FMDikiFSXlJWgKVBr8L6KqgJj5vqcrHLBlN8r8aalA48HKcfkjmKi-32vCnlSplYNirlNRCRyrA-FI0eliRC8f1sUNELXBUQ=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90D8wjT9I7QfGfhmuf0LZ-ymqvOgl9d_d1kBfUxMRzr6i6KC_0_y2ejit1Ka6ECihHuAeaXwdal-PkUp-aloO4z9csW5xisARgI6aK9iqcI4AzZEBColIdbwMTDzXLgWxzViESc9=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90ByvnzvbWOeZR82jM10gh0u1Dll6GSL3_qn4OpAYsun-M1AbHSvT565RHxXcfpycTreUerI55rbDtGCz-Q-rfWla5xqaFmyVrd8EP1geEQBwosTSOjGOMnE7hru8YP4DVe7JVqp=w300-h225-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90DzTTP6Uo-gcw8hXwTmgyC4IdDPrdzk4oDCJMvjhfIdWO6qV_NKtKWd-cjMGhiwMBkUOAa5WmQC5sWWXkreN2bwufpCBI6Uk-MMAZLMJbU0YbJV392PY8lVDw_8aSu6MBdZn1w=w300-h225-p']",2 stars,2
Aswin Azis,Should have been maintained by the local government..,Local Guide · 53 reviews · 29 photos,7 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90BGfGmwzgkI_WzdOl5nqXcb0dOeOexT2C61BCcmGRKqQ4Nssl9YiqoXbezYA7X_6KIGb1jABq2ajbtlbtUZbCCVhm0BDhwWiiD0LIxsvXKoOq9Vpqjr0vwkZRgo51vBawx3BFw=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90C4P9DRK5xEKd3o5C3QJkjEkNYq1uErSupNJtT3WMs1fV1sr_GxiwZF3j-0GslR-62SI5mclCMAIR-sXYvNaxYzP5PSitLVyiKpGhLwwKIqSV0HJa3OrUV0STtvFnMxV2ClxBg=w300-h450-p']",3 stars,3
Nur Aini Haryati,Also known as Repo-Repo Bridge (Padlock Bridge) because couple may set padlock on railing of bridge as symbol of love. You can rent umbrella because it's very hot at noon.,Local Guide · 153 reviews · 404 photos,8 years ago,[no_minires_images],5 stars,5
Lies Permana,mahakam river view. so beautiful,Local Guide · 218 reviews · 630 photos,8 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90DWBjOufsg3aNS5eh3H3Hn8WuzLoAJAWEeLFjrap0WTZkzabZJv6zZSYLwmJw-Vu-dtHqfIjAC-8VysppZNA88BGDIRXuX6gY0U5fMGZCV40GMf_LRmd0edZwnWd-T4Wc3kbq0N=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CidxgUi3hH6gt6YeqAGpLqh1hw7BpnA04_5E9HOO3gvooqka9niivR0h3OnIN1-WilXxoIcxcOaFYQW7rp9-zQb1Y4QNPa3jG1W_klZW6ESWORGfc-WJ5bUtyoP9vNmdUCJRjn=w300-h450-p']",5 stars,5
Yusak S.A. Nugroho,"During pandemic, nothing much you can see",Local Guide · 132 reviews · 151 photos,4 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90BpVgEIR2_xeM22OEOAhbu1KVXGzSnH2nwdEl7EBGqzrk_eYEXnUlrv6JPni2JTtL6VmtIDVs0Q50-U5dcMDo4fB39RqcPE2usHFRIe1m8Ih9Mbj9xovGdZhWe4-LbkLXmG-l7q=w600-h450-p'],4 stars,4
Pedro Pascal,"If you wanna go around the island, grab a bicycle quickly or someone else might grab it from you and you have to spend your time walking around the island.",Local Guide · 21 reviews · 11 photos,6 years ago,[no_minires_images],4 stars,4
Ms Wayan,Nice view & perfect day,4 reviews · 7 photos,5 years ago,['https://lh3.googleusercontent.com/geougc-cs/AB3l90AFRKpkx6hLKXok7xtkZAOXE3V9669VV0igaomtC90YEVQhD805fMHoYN841GNEwA0Ewh9-sabBdfOVs3ZyS3yOXjNStn4bs51VA3UJGT7uC6fKzD0SuqJRssI6hiMdU8jkU_GH=w600-h450-p'],5 stars,5
rachel ratna,You can see beautiful scenery above Mahakam river before enter the Kumala Island,Local Guide · 71 reviews · 3 photos,4 years ago,[no_minires_images],4 stars,4
Indi Ind,"Hmm...I don't really know what's so great about this tiny island..maybe its unique, in the middle of the river?",Local Guide · 182 reviews · 8 photos,7 years ago,[no_minires_images],3 stars,3
Erwan Tanajaya,"Beautiful but deserted island, the local government need show more love to this place again",Local Guide · 14 reviews · 20 photos,7 years ago,[no_minires_images],5 stars,5
Joey Chensiuhua,Interested children playground and family instead the restaurant or something like that are far away (other side of island),6 reviews,8 years ago,[no_minires_images],4 stars,4
sutikno12,It was nice but unfortunately some facilities was not mantained well. Need attentions from the government,Local Guide · 29 reviews · 85 photos,6 years ago,[no_minires_images],4 stars,4
angela erly,Nice view,Local Guide · 151 reviews · 211 photos,6 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90DYO2PPqF351dUOp8INW1EQFZqZjbnU-sGOKM_Gj7gLBsEFcr6yYdlKRhJH95-bjF78lQM_Fsds4B5OVbOx1hXKvXvrFSRUiQJJJxOswKSLWUNOH_sEW8_X7cZNkDK31NI7jEda=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AKrWCfnQPHIr8pqdY00S_MRtQbtazMCSjWiSOWjYFel6pfMH1zIW9zuTtuWRXxG1kqEPovst1u78aikP1T12cG7lqALojj3-UgEtyCGj-gvXvMKQMQQr0EX_LQuiU5EE5Mnpxo=w300-h450-p']",5 stars,5
Pipit Vidiawan,Good family holiday destination but still need to upgrade public facilities,Local Guide · 54 reviews · 14 photos,8 years ago,[no_minires_images],5 stars,5
Yosafat Chandra,Nice place for refreshing,Local Guide · 10 reviews · 17 photos,8 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90BiKZ6S6_0XY1LkGPmRfNWsSmTIaPMfZNhSAa-Q0ilnB7GSxnGs45rpbTa3xPmCvUPUilMqanWQ8TgR6wxliqTFfam2oNxPcJzVvVlthFs-ZUab_mpds3BzZcGeMrq4gUVPeb9F=w300-h450-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90B9DB8vKSWQHB80TI_OF7yqaLAqSfdt5yyPqsLtOzxv4s-HeQPC_YJaowk1rfRkdVjmPZY3mHIzBHbvfjaIR30grUSh6u1YrOz9r_zDn8LzfQbGn4xOf09MO4KH57KMP3JpYS6L=w300-h450-p']",4 stars,4
