name,review,contrib,humanized_timestamp,minires_images,stars.label,stars.value
Isna Nur26,"A murky local island, don't be mistaken, 1 day doesn't seem to be enough to travel around, especially if you ride a bicycle🤗😍 …",Local Guide · 56 reviews · 481 photos,5 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AHRlGdkd_WR4y-xLAPgt0EbpBI72zOqjxsr_UZkmlXw-AH1BfTYj49dDm_viYbmVUZExQMBPmd9ZhoFWFa-_Pur0ry7q62m5Oje-6-CC9dlG_M8KhLKAophDYmbdsTkSi4Cs9VMnW_U9hQ=w375-h281-p', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdnEPykfRmWSB_3ACPoEyaZ41NgfVAkVBCoe7jBV9xIfwC0FwKdxJUVeKsFcGrzBmPoVa_PSD_fzSx0IEBuF0UrwKUlqjhWzxQp7Gcp1g1RNyesgL0RSmsVqaLcRy4bS5TFrN9DW=w375-h281-p', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdk1EDvMfBpAyVe4MbOEx3RzHnBrnkdDVhrBKNuxaFHP6EqlcspruzEJIeIdPOz0cC5QRCQxojpswgWilUO8ceP-fg5zPcNktS2AkvrL5dhW-ppmHYy7HaXMRTsnH1UDrPnQPxYo=w375-h281-p', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdlPCjlcn5RdWjy_WD7kDGVylJP0BOPLEmADhCj5NX7eJee7SXKP0QEUZ6kY0pwgOLFSttrcmG7MnmWOUzUx0y7UDScZCZzmcHtukUU-HbwNIrKhnNWDwd_9Cpim3m858rF0zSAt=w375-h281-p']",5 stars,5
yopie franz,"One of the tourist destinations that can be visited in Tenggarong.

You can walk around and take photos in various corners of the island.

There are food stalls, so you don't need to worry if you're hungry.","Local Guide · 493 reviews · 6,695 photos",3 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AHRlGdllJTzin5-i6HZfFGezyKfIvfEmheg7Dp8IojocqbXlpMbCeCDBT9z9a-10wzIlqW_4EZCaABIcwb-dV27891rWJPOEWKQe6ScEiAX4AQeOgCJuaDE4wMLNcyFg2phxRJ1s7aCF3A=w375-h281-p', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdk5UmyqROZVhdyPaMpxer7KXZ1USwn1HzMgtz4eYenIwqFdIks00JYw5MmfvwNmhXoTAaHuTMfjP8nHoZTlQwlrB3ZdfLo9PEmnytm7c7Ja9PBET46En_rkZ_Ck70x60UpfBRHE=w375-h281-p', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdlX9Dyecy6v7taUkIkhPKNMtvokVBZPbk6d_ZKZcF8Fy_Mox45Ai_wv2s1EkuP8Ft2cj17iiTdlJNlKMpwcUjurgT0ET1oGnsYDlWxR-ottqQWrFVNWKeaFQaG0hGd_7e8NaF_A8g=w375-h281-p', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdnnQB02JwUHk1nLVk4c7XZIOISJEm_tSMMH41xWVtTh12f_-Scgl8fJtkyJAIDFnJocteIPczsoZoeYgYIfPM9OBl_WHYSQ6DjwcSlOvwki-SyHj2j6qMPlJNx5QZZkPQFuMbzU=w375-h281-p']",5 stars,5
Jol Shawabi,"Previously, when I went there in 2007, Kumala Island in Timbau, Tenggarong was really exciting. The rides there function well, and the historical heritage is well maintained.

But unfortunately, when I returned in 2021, the condition had changed drastically. Many of the rides are broken and no one seems to be taking care of them. It seems like the government or the budget doesn't really care.

In fact, Kumala Island could be an important source of income for the region. Come on, let's speak out and encourage Kumala Island to rise again! Everyone can join in, and we can make this place like it was before. :) 💪🏝️ #SaveKumalaPulau",Local Guide · 29 reviews · 13 photos,a year ago,[no_minires_images],4 stars,4
Rahmat Soleh,Cheap and cheerful holiday spot.. Lots of good spots for photos.. But poorly managed,Local Guide · 7 reviews · 29 photos,5 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AHRlGdnuFwtOgpHCOdtYLga2KRiciES2zZgcHLebsFuDvvhZ-S4voOW7mg2ZqLpzsZYiEskq6ZoYXZQyocNJpNWDrh1nDDRoy7yv1Pl3ZlLpOs_7gWChruMGM_eO_EWsS5-M4ruwFoULtw=w375-h563-p', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdlpcEVZSIY7DFEvQqvcOltUJGLJVGkSqg-UT0dTjY1W4f43AbNd0y75pYAuqLZMshSgkzJVeTYvdW56Kcg7tay57Jzec8RVGQ-pga2eyClnErOM0slJhaDLVMOKKstI1p6lEy8=w375-h281-p', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdlgPlMjjKYwet231WRd4PJwZEq45_KUGBD7lJasn_Zt5cWQXGId90E5_se5KStxFmtTqvQ_TrSEiCAm5qojunRIo6op6j2AKf26QtMg3BIHDmpsZiqdppvRcjcMn4bj5ytGv07P=w375-h281-p']",5 stars,5
Sitii Cahyaa,"Originally it was good, it was still cleaned frequently, as seen by the number of cleaning staff there, but there were many buildings and vehicles that were no longer operating, making the place seem a bit abandoned.
But there is a place there to rent bicycles, motorbikes, wagons, etc. at prices that are quite worth it in my opinion.
That could be an attraction in itself
Hopefully Kumala Island can develop like before",Local Guide · 34 reviews · 2 photos,a year ago,[no_minires_images],4 stars,4
Oktoberianto Wonodiharjo,Icon of the Lembuswana temple with a dragon along with a throne and an exotic lamin house,"Local Guide · 690 reviews · 6,593 photos",5 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AHRlGdn4eCGa-sEUjhTyBzWQjuKCNCB3NvSr0Bfit_aMq_YcxdAUP6MBZRYtroFOtxeZFPr5sk7-yqTrfo5GFUzdQdnUL0-N_-mebAm9cBVrzR5bgut18ElEW0pXRj4x3x9kj5a5xGdWtQ=w375-h281-p', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdkvQ7WEkS9irTRtTLzumty0Fzd1PFi6ATBi_8gIoeapV90QWVBFIwpYeap6cxvcfCLkszCCsnYFQfcljNaDgxqHmYSw7dhMlJ67QzgdndLIIy-TUgctP0S8cc66yM7XzVkWjEinKQ=w375-h281-p', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdlgKd5oYLqY1ecZkYsF5NIU4Yn7Mf4ycFKcDVkPutFHPYNcLuP-ZozU9NXrdnv5zlkYW0C0Z-eZ-rNZDMFv80c3v-Qzsxq740fj7aLlIaYXOw7FLD5xnzWa90XBQC4jQqyzqOrQQA=w375-h281-p', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdlOgPa6JvuSovF2mclb0pq7eyQ7_SontKgsAZ8pKqmHYrU6r06BMxagb-QAgSmzvXhiA7dvRi8yJDQfHcY82WsG2xHS4zQLg4snJsF3l-TVa_GGgqRg5HrDnn1l4nZTDZ2oUzB7=w375-h281-p']",4 stars,4
Jamaludin,"The Kumala Island tourist attraction, which is located in the middle of the Mahakam River, is a recreation park that combines modern technology and traditional culture. This 76 hectare island was once a wasteland and bushes. Currently, some areas are equipped with various facilities such as a 100 meter high sky tower to enjoy the beauty from the air, a mini railway play area and a cable car that connects to the mainland.

On this island there is a DSJ Resort complete with a swimming pool and facilities for those who want to rest, namely the only cottage in the middle of the Mahakam River. At this island location there is a giant aquarium for porpoises, freshwater dolphins which only exist in the People's Republic of China. and Brazil.

The construction of the Kumala Island Tourist Park is being carried out in stages and will continue to develop. In this way, the public will get additional representative tourist attractions besides the Mulawarman Museum (former palace of the Kutai Kartanegara Kingdom), Panji Sukarame Reservoir, Pondok Labu Cultural Village in Tenggarong and Nusa Tuna in Muara Muntai District which has white sand.

Kumala Island Tourist Park is around 27 km from Samarinda City which can be reached via the Kutai Kartanegara Bridge in approximately 30 minutes. Meanwhile, from Balikpapan City, which has Sultan Aji Muhammad Sulaiman Airport facilities and Semayang Harbor, which is access to air and sea transportation in East Kalimantan, the distance is around 130 km which can be reached in approximately 3 hours by road. Apart from that, Kumala Island Tourist Park can also be reached by water transportation via the Mahakam River.",Local Guide · 69 reviews · 58 photos,4 years ago,[no_minires_images],5 stars,5
Winata Arafad,"It's really sad that the expectations here are different. They said that it used to be beautiful, but now that time has passed. So there are only a few rides. It's not well maintained. Luckily the place is beautiful so just enjoy it","Local Guide · 506 reviews · 1,559 photos",6 years ago,['https://lh3.googleusercontent.com/geougc-cs/AHRlGdndoXTLwaicqyQKI-R4jhnY5qhIhp1wNM4kaWzwmV-GuAk1nW-CDRFlNPd4ssx3vp5ZNJUcDXXGVU3XLDFVG1G6dpPxGGI0FyTf5PTog4ijn-cANL1jvp-oI1JaqMAzYIP1EdAykw=w750-h563-p'],3 stars,3
Tere,"Since childhood, there used to be a cable car when crossing, but now there isn't, there's only a walking bridge. The entry fee is quite cheap but doesn't include vehicle rental, food and events. Estimated vehicle rental from 50k per hour but it depends l",Local Guide · 109 reviews · 404 photos,4 years ago,[no_minires_images],5 stars,5
Kang Trisno,"Kumala Island is one of the tourist islands located in the middle of the Mahakam River in Samarinda. there are many tourist attractions besides the beautiful place. suitable for bringing the family for a walk at one of the tourist attractions in Tenggarong. This island has a famous statue, namely the lembuswana statue. The lembuswana statue is a symbol in Kutai Kartanegara.","Local Guide · 408 reviews · 1,203 photos",3 years ago,[no_minires_images],5 stars,5
Marwan Mohamad,"Kumala Island is an island located in the middle of the Mahakam River in front of Tenggarong City. This island was previously left alone before being managed to become one of the mainstay tourist destinations in Kutai Kertanegara Regency. There are many interesting rides on this island such as a train to get around the island, the Lembuswana monument, a cable car from the island to Tenggarong Seberang. There is also a Sky Tower which we can climb to see the view of Tenggarong City from above.","Local Guide · 292 reviews · 2,619 photos",5 years ago,[no_minires_images],5 stars,5
Sanah Shafar,"Actually, this island is very good as a tourist destination, but it is not very well maintained and there are a lack of facilities and games there, there are still many facilities that end up being damaged due to lack of maintenance.",Local Guide · 50 reviews · 211 photos,4 years ago,[no_minires_images],3 stars,3
Eka Mertha (Lyan),"The name is quite well known, but it feels less interesting inside. Rather than a tourist spot, it is more suitable to be considered a playground because it is full of rental bicycles, buggy, etc","Local Guide · 218 reviews · 1,015 photos",5 years ago,[no_minires_images],2 stars,2
Bas Kopi,"An island that was used as a tourist spot but unfortunately is no longer looked after, memories with someone special in 2021.",Local Guide · 63 reviews · 56 photos,2 years ago,[no_minires_images],4 stars,4
tri yuni Hasnan,Siip...cool tourist spot...,"Local Guide · 938 reviews · 1,025 photos",7 years ago,['https://lh3.googleusercontent.com/geougc-cs/AHRlGdmnyMDHWZNBSlavrwqzl8oHC2xz_69u_08Cu53j899q7SvKYLmNOf8yl2bg85-PduSpZQaheAfKzTcHLEznRaPE2480CHzcdNzcSOp70CDSQrmLxFl-FIrJcbd00ZFnjSa648xj6w=w750-h563-p'],5 stars,5
Awan Cahyono,"Many views need to be renovated, but it's good enough to enjoy cycling around with the family",Local Guide · 134 reviews · 126 photos,5 years ago,[no_minires_images],3 stars,3
Rian29,"a place to relax, there are electric motorbikes. Odong trains. 2 places for 2. Entrance for adults 7 thousand. Children 5 thousand.",Local Guide · 85 reviews · 812 photos,5 years ago,[no_minires_images],5 stars,5
Ahmad Fauzi,Unique cultural tourism,Local Guide · 297 reviews · 826 photos,6 years ago,"['https://lh3.googleusercontent.com/geougc-cs/AHRlGdl7Fr_ZkHc4QnB62YUnAu69zbreqM0LbWztaYu4jSeqcumIfgFBSf9ORC0MiTOVGJUoH6BdIahcDh24Nn88XdwcuPbXe9jbSvrEYdl7McKyFITtgxGN3eVWHfGq2kI4kYq-DVyY=w375-h563-p', 'https://lh3.googleusercontent.com/geougc-cs/AHRlGdm_FaUs1sG-YVhS6ED3CXP2KXeJ-HB4OUIVzHQ-J1a0VhLo7k5RlaGW5IXW0_HD-mjOfFdhNQ2YJ5qypxTTueF8SgIf3UQJZGGRr3-MiFqv8kuWqLuqDEuXSyCNEAoHGUN2lNqLiQ=w375-h563-p']",4 stars,4
imanda,"It continues to be developed to make it more attractive to visitors, including free-range animals, flower gardens and so on.
Hopefully it will develop further",Local Guide · 98 reviews · 37 photos,5 years ago,[no_minires_images],5 stars,5
Nurul Sukma Sumadi,"Unique... an island in the middle of the Mahakam river. Cross to Kumala Island using a terotok (canoe).
Been here in 2004.",Local Guide · 64 reviews · 199 photos,2 years ago,[no_minires_images],4 stars,4
Rachmad Dann,"It's quite busy, there are places to eat, bicycle rental and places to rest",Local Guide · 4 reviews · 3 photos,7 years ago,[no_minires_images],3 stars,3
Teddy Hermawan,Poorly maintained by the local government. Unrecommended,Local Guide · 8 reviews · 1 photo,a year ago,[no_minires_images],1 star,1
nhonie wahyuni,"I like this place..entrance ticket 7 thousand for adults, 5 thousand for small children...",Local Guide · 50 reviews · 76 photos,4 years ago,[no_minires_images],5 stars,5
anggi kalit,Last Sunday we went to the Kumala English Island Dormitory... The place is nice and there is a mandatory English language area.,3 reviews · 3 photos,8 years ago,[no_minires_images],5 stars,5
Axzioma Adhitia,"July 25, the afternoon I came here, the bridge to the island was closed",Local Guide · 111 reviews,2 years ago,[no_minires_images],2 stars,2
Yazid Muhammad,"The main destination is Tenggarong, unfortunately some of the facilities are neglected.",Local Guide · 71 reviews · 48 photos,3 years ago,[no_minires_images],5 stars,5
Rada Ariyanti,It's fun to go around the island using rented bicycles,Local Guide · 55 reviews · 180 photos,4 years ago,[no_minires_images],5 stars,5
Rey Naldo,"Getting worse 😳
Getting worse😎
Kumala savesta 🤨
Ngas talking crazy😮
We gon hit em🥵
In his chest😵",1 review,2 years ago,[no_minires_images],5 stars,5
ade dwi santoso,"sip is good, only the management is lacking.",Local Guide · 45 reviews · 85 photos,7 years ago,[no_minires_images],4 stars,4
Dayari Intana,"Really like this place, lots of memories for me","Local Guide · 338 reviews · 3,826 photos",4 years ago,[no_minires_images],5 stars,5
Irfan Noor Hidayat,A suitable place to relax and make love.,Local Guide · 10 reviews · 14 photos,8 years ago,[no_minires_images],4 stars,4
Seven Tobing,"Nice view, suitable for family day",Local Guide · 59 reviews · 408 photos,6 years ago,[no_minires_images],4 stars,4
